solution,machine_id,feild_id,feild_name,lat,lng,area,machine_type,open_date,closed_date,work_date,distance,open_time,travel_time,start_time,operation_time,exit_time,leaf_ton,income
S1,M114,F232,M06 แปลงที่ 16 -42160128,14.781636448617,99.807246435313,3.55,Truck,2023-02-05,2023-02-22,2023-02-22,0.115,08:00,00:00,19:12,00:24,19:36,4.26,4260.0
S1,M114,F233,M06 แปลงที่ 17 -42160141,14.782117897738,99.807899768941,2.11,Truck,2023-02-05,2023-02-22,2023-02-22,0.069,08:00,00:00,19:36,00:18,19:55,2.532,2532.0
S1,M114,F228,M06 แปลงที่ 12 -42160101,14.785634693044,99.808059924664,12.07,Truck,2023-02-05,2023-02-23,2023-02-22,0.265,08:00,00:01,19:55,00:58,08:54,14.484,14484.0
S1,M114,F227,M06 แปลงที่ 11 -42160029,14.786192637854,99.807580727554,18.72,Truck,2023-02-05,2023-02-23,2023-02-23,1.068,08:00,00:03,08:57,01:25,10:22,22.464,22464.0
S1,M114,F244,M06 แปลงที่ 28 -42160021,14.79051256738,99.792555100711,19.35,Truck,2023-02-05,2023-02-26,2023-02-26,1.844,08:00,00:06,14:35,01:27,16:02,23.22,23220.0
S1,M114,F241,M06 แปลงที่ 25 -4216337,14.782532071176,99.792284259348,3.95,Truck,2023-02-05,2023-03-02,2023-03-02,0.909,08:00,00:03,10:55,00:26,11:21,4.74,4740.0
S1,M114,F242,M06 แปลงที่ 26 -42160122,14.781414046216,99.789788619489,7.55,Truck,2023-02-05,2023-03-03,2023-03-03,0.638,08:00,00:02,11:29,00:40,13:09,9.06,9060.0
S1,M114,F249,M06 แปลงที่ 33 -42160034,14.778931499769,99.79285585377,9.79,Truck,2023-02-05,2023-03-08,2023-03-08,0.759,08:00,00:02,14:56,00:49,15:45,11.748,11748.0
S1,M114,F246,M06 แปลงที่ 30 -42160012,14.780648127574,99.791307693903,9.21,Truck,2023-02-05,2023-03-08,2023-03-08,0.478,08:00,00:01,15:47,00:47,16:34,11.052,11052.0
S1,M114,F252,M06 แปลงที่ 36 -4216343,14.779476064209,99.790114419679,6.91,Truck,2023-02-05,2023-03-08,2023-03-08,0.254,08:00,00:01,16:34,00:38,17:12,8.292,8292.0
S1,M114,F251,M06 แปลงที่ 35 -4216117,14.778885350271,99.790735736756,6.24,Truck,2023-02-05,2023-03-08,2023-03-08,0.05,08:00,00:00,17:12,00:35,17:47,7.488,7488.0
S1,M114,F256,M06 แปลงที่ 40 -4216336,14.778640153398,99.787776919425,10.33,Truck,2023-02-05,2023-03-09,2023-03-09,1.155,08:00,00:03,08:60,00:51,09:51,12.396,12396.0
S1,M115,SS,จุดเริ่มต้น,14.7518,99.7934,0.0,Truck,2023-02-05,2023-02-14,2023-02-14,0.0,00:00,00:00,01:11,00:00,01:11,0.0,0.0
S1,M115,F221,M06 แปลงที่ 5 -42160020,14.78058264753,99.805323118006,9.31,Truck,2023-02-05,2023-02-14,2023-02-14,0.0,08:00,00:10,09:11,01:06,10:17,11.172,11172.0
S1,M115,F220,M06 แปลงที่ 4 -42160017,14.781933212904,99.804626469986,10.0,Truck,2023-02-05,2023-02-14,2023-02-14,1.287,08:00,00:04,10:30,01:10,11:40,12.0,12000.0
S1,M115,F217,M06 แปลงที่ 1 -42160026,14.782584142021,99.803938559077,8.88,Truck,2023-02-05,2023-02-14,2023-02-14,2.61,08:00,00:08,11:48,01:03,13:51,10.656,10656.0
S1,M115,F219,M06 แปลงที่ 3 -42160108,14.783258869635,99.804578679598,7.7,Truck,2023-02-05,2023-02-14,2023-02-14,0.35,08:00,00:01,14:11,00:56,15:07,9.24,9240.0
S1,M115,F223,M06 แปลงที่ 7 -42160123,14.780752107283,99.808720883168,6.43,Truck,2023-02-05,2023-02-14,2023-02-14,0.735,08:00,00:02,15:10,00:49,15:58,7.716,7716.0
S1,M115,F234,M06 แปลงที่ 18 -42160121,14.781353339143,99.808004428368,3.4,Truck,2023-02-05,2023-02-20,2023-02-20,0.05,08:00,00:00,09:19,00:30,09:50,4.08,4080.0
S1,M115,F225,M06 แปลงที่ 9 -42160038,14.781580772572,99.809022973283,9.52,Truck,2023-02-05,2023-02-20,2023-02-20,0.047,08:00,00:00,09:50,01:07,10:57,11.424,11424.0
S1,M115,F226,M06 แปลงที่ 10 -42160004,14.785233840102,99.809501854737,12.17,Truck,2023-02-05,2023-02-21,2023-02-21,1.427,08:00,00:04,17:39,01:23,19:02,14.604,14604.0
S1,M115,F236,M06 แปลงที่ 20 -42160020,14.78058264753,99.805323118006,9.31,Truck,2023-02-05,2023-02-23,2023-02-23,4.15,08:00,00:12,08:12,01:06,09:18,11.172,11172.0
S1,M115,F245,M06 แปลงที่ 29 -4216081,14.790088437158,99.790060860446,19.3,Truck,2023-02-05,2023-02-28,2023-02-28,3.127,08:00,00:09,14:54,02:06,17:00,23.16,23160.0
S1,M115,F239,M06 แปลงที่ 23 -42160089,14.782702550417,99.791775625783,7.53,Truck,2023-02-05,2023-02-28,2023-02-28,1.055,08:00,00:03,17:03,00:55,17:58,9.036,9036.0
S1,M115,F237,M06 แปลงที่ 21 -42160090,14.782704448621,99.791350557022,2.93,Truck,2023-02-05,2023-02-28,2023-02-28,0.033,08:00,00:00,17:58,00:28,18:26,3.516,3516.0
S1,M115,F238,M06 แปลงที่ 22 -42160083,14.781547888688,99.791334783658,1.74,Truck,2023-02-05,2023-02-28,2023-02-28,0.88,08:00,00:03,18:29,00:20,18:49,2.088,2088.0
S1,M115,F240,M06 แปลงที่ 24 -42160085,14.781529014015,99.791991874587,4.04,Truck,2023-02-05,2023-03-02,2023-03-02,0.07,08:00,00:00,15:15,00:34,15:49,4.848,4848.0
S1,M115,F250,M06 แปลงที่ 34 -42160035,14.779376750379,99.791184662514,10.48,Truck,2023-02-05,2023-03-03,2023-03-03,0.328,08:00,00:01,11:24,01:13,13:37,12.576,12576.0
S1,M115,F243,M06 แปลงที่ 27 -42160147,14.779220749486,99.789073323403,13.74,Truck,2023-02-05,2023-03-03,2023-03-03,0.065,08:00,00:00,13:37,01:32,15:09,16.488,16488.0
S1,M115,F255,M06 แปลงที่ 39 -4216077,14.778270278396,99.789797770338,6.54,Truck,2023-02-05,2023-03-08,2023-03-08,0.022,08:00,00:00,10:59,00:49,11:48,7.848,7848.0
S1,M115,F247,M06 แปลงที่ 31 -42160040,14.780294514429,99.792392927075,4.86,Truck,2023-02-05,2023-03-08,2023-03-08,0.66,08:00,00:02,13:38,00:39,14:17,5.832,5832.0
S1,M115,F248,M06 แปลงที่ 32 -42160071,14.777542957889,99.792727692082,5.97,Truck,2023-02-05,2023-03-08,2023-03-08,0.305,08:00,00:01,14:29,00:46,15:15,7.164,7164.0
S1,M115,F253,M06 แปลงที่ 37 -42160044,14.777743098846,99.791039230741,9.37,Truck,2023-02-05,2023-03-08,2023-03-08,0.106,08:00,00:00,15:41,01:06,16:47,11.244,11244.0
S1,M115,F254,M06 แปลงที่ 38 -42160050,14.776947893842,99.790966111847,6.97,Truck,2023-02-05,2023-03-08,2023-03-08,0.004,08:00,00:00,16:47,00:52,17:39,8.364,8364.0
